"build_time_min","deploy_time_min","commit_size_loc","num_bugs","test_coverage_pct","ticket_resolution_h","team","module","priority","deploy_status"
10.45,5.17,90,2,73,19.35,"Alpha","test","alta","success"
11.77,26.04,97,0,76.8,7.5,"Gamma","api","media","failed"
25.3,31.47,80,4,88,2.77,"Alpha","test","baja","success"
37.25,11.4,92,4,51.8,7.85,"Alpha","auth","media","success"
14.9,97.64,89,0,NA,1.84,"Alpha","ui","alta","failed"
67.95,32.56,70,4,65.4,3.14,"Gamma","db","baja","success"
26.35,12.73,92,2,73.4,1.48,"Gama","api","crítica","success"
14.92,17.19,77,2,57,2.17,"Alpha","infra","baja","failed"
16.34,12.44,71,5,83.8,12.5,"Alpha","test","media","failed"
17.52,9.7,91,3,55.5,8.77,"Delta","db","alta","rolled_back"
43.29,31.64,65,7,67.3,4.63,"Delta","ui","alta","success"
15.9,10.37,65,2,74.9,12.36,"Gamma","ui","baja","success"
33.39,8.65,94,1,89.9,14.69,"Delta","db","alta","success"
13.46,27.74,82,2,64.2,36.48,"Beta","api","crítica","failed"
33.07,41.01,81,3,92.4,3.14,"Alpha","api","crítica","success"
36.95,15.17,100,2,59.3,4.05,"Alpha","db","baja","failed"
80.5,7.44,93,3,98.1,3.74,"Gamma","test","media","success"
30.7,24.67,75,4,77.3,3.34,"Alpha","api","baja","rolled_back"
57.72,11.3,84,3,69.7,10.99,"Beta","api","alta","rolled_back"
9.75,13.26,101,3,64.7,8.71,"Alpha","api","baja","success"
41.63,165.53,72,1,91.2,4.3,"Beta","infra","crítica","success"
32.48,28.95,90,3,92.2,18,"Beta","ui","alta","rolled_back"
84.52,37.58,77,0,74.5,10.45,"Gamma","test","media","failed"
11.87,6.38,88,0,83.4,3.4,"Delta","auth","media","rolled_back"
56.56,8.28,102,1,59.9,18.78,"Gamma","api","media","failed"
24.83,33.07,83,4,92.5,5.29,"Alpha","ui","alta","success"
33.78,41.18,95,2,46.8,4.71,"Beta","db","alta","failed"
32.42,24.33,90,1,84.4,7.31,"Alpha","db","media","success"
39.09,17.56,91,6,99.8,1.07,"Delta","db","baja","failed"
21.53,9.7,NA,3,59.3,23.28,"Beta","test","alta","success"
40.63,18.32,104,2,82.3,9.63,"Beta","infra","media","success"
43.49,11.48,94,0,63,12.08,"Alpha","api","baja","rolled_back"
28.1,8.01,88,3,65.1,16.46,"Gamma","ui","alta","success"
25.01,4.47,84,2,71.7,10.14,"Gamma","api","media","success"
137.22,8.04,NA,3,72.4,4.64,"Alpha","test","media","success"
14.78,6.1,85,3,86.8,4.93,"Gamma","infra","baja","failed"
27.47,14.11,77,2,59.8,11.1,"Beta","auth","media","success"
49.93,44.35,77,1,59,3.43,"Delta","db","baja","success"
37.17,11.03,93,4,100,5.92,"Alpha","api","media","success"
82.15,4.7,84,1,77.6,1.77,"Delta","ui","media","failed"
45.08,13.15,88,3,63.3,5.41,"Gamma","api","alta","success"
55.1,7.36,81,5,60.5,7.58,"Beta","auth","alta","success"
64.52,29.14,91,NA,80.6,10.83,"Beta","api","alta","success"
11.55,46.04,65,3,69.9,23.27,"Alpha","test","alta","success"
31.48,8.95,75,5,50.2,6.75,"Delta","infra","crítica","failed"
51.79,26.57,87,2,69.4,12.08,"Alpha","db","media","success"
100.88,64.56,82,3,43.7,11.46,"Beta","api","alta","success"
8.43,33.21,93,1,62.3,11.26,NA,"ui","media","success"
16.57,13.12,100,1,53.5,5.89,"Beta","ui","media","success"
66.23,31.35,73,3,81.6,5.04,"Gamma","ui","media","failed"
66.15,20.48,78,5,85.4,21.92,"Beta","db","alta","success"
23,15.42,103,0,37.9,24.16,"Gamma","ui","alta","success"
10.59,13.75,100,1,84.4,11.15,"Delta","api","media","rolled_back"
16.69,27.67,77,3,56.5,6.34,"Beta","auth","media","success"
92.14,11.13,83,8,92.5,13.81,"Gamma","api","alta","rolled_back"
6.83,23.94,84,2,69.5,1.55,"Gamma","auth","alta","success"
26.49,17.7,75,2,62.4,21.29,"Delta","api","crítica","success"
49.07,24.68,93,3,55.6,4.42,"Gamma","auth","media","failed"
30.21,28.31,79,1,58.1,11.26,"Gamma","api","baja","success"
32.22,7.32,77,1,73.1,4.88,"Beta","api","alta","success"
102.89,14.21,81,2,90.5,1.76,"Delta","auth","baja","success"
25.35,7.95,71,5,95.9,10.39,"Alpha","ui","crítica","success"
39.31,13.93,81,0,45.8,1.42,"Delta","ui","media","rolled_back"
24.03,41.38,101,4,63.5,11.48,"Alpha","test","crítica","success"
47.19,24.84,74,3,56,7.1,"Beta","infra","baja","rolled_back"
25.13,13.89,101,3,85.8,7.98,"Alpha","db","media","success"
42.16,23.55,79,5,47,8.92,"Delta","ui","crítica","success"
30.58,12.43,96,6,54,1.48,"Beta","api","baja","success"
175.3,14.75,94,3,64,10.11,"Alpha","infra","media","success"
109.27,8.63,92,0,63.4,25.86,"Delta","api","baja","success"
21.36,15.34,97,6,81.2,4.47,"Gamma","api","crítica","success"
22.52,14.1,78,1,88.8,13.31,"Delta","auth","crítica","success"
12.25,13.52,82,2,87.1,16.87,"Beta","auth","media","success"
15.57,28.64,90,1,80.4,9.55,"Beta","db","alta","failed"
8.35,41.42,73,3,75.6,19.25,"Gamma","ui","media","success"
52.06,40.83,96,2,66.6,3.53,"Alpha","ui","baja","success"
16.88,51.88,98,6,51.4,11.64,"Alpha","db","crítica","success"
30.33,15.42,63,1,67.8,8.8,"Gamma","api","media","failed"
114.6,30.11,95,3,43.4,5.64,"Alpha","auth","media","success"
52.38,4.88,NA,1,75.3,9.41,"Delta","ui","alta","success"
13.36,7.17,94,2,79.8,16.53,"Gamma","ui","alta","success"
18.36,42.49,86,1,71.9,12.56,"Delta","infra","media","failed"
9.05,70.44,100,2,38,7.38,"Alpha","db","baja","success"
14.14,17.12,71,2,52.8,1.91,"Beta","test","alta","rolled_back"
93.62,22.97,86,1,49.7,16.21,"Alpha","auth","media","success"
45.66,15.07,89,6,76.2,25.34,"Gamma","api","alta","success"
12.6,19.37,68,7,61.9,8.52,"Gamma","ui","alta","success"
50.63,13.73,94,3,76.6,6.12,"Beta","auth","media","success"
55.48,27.78,82,2,83.3,7.47,"Gama","db","media","rolled_back"
15.38,18.41,101,3,82.4,7.8,"Delta","ui","media","failed"
29.86,3.23,85,3,58.8,3.69,"Beta","auth","alta","success"
35.72,24.1,78,4,62.8,5.54,"Beta","ui","media","success"
42,8.7,92,4,69.8,5.23,"Alpha","auth","media","success"
57.97,31.23,97,3,57.4,8.58,"Beta","auth","media","success"
48.21,16.02,79,2,63.3,7.59,"Alpha","db","media","success"
34.18,18.29,85,3,68.7,8.72,"Beta","ui","crítica","success"
210.58,43.93,75,4,69.9,6.93,"Delta","ui","media","failed"
31.51,12.95,97,2,NA,5.18,"Gamma","auth","crítica","success"
9.85,12.14,84,2,NA,24.71,"Gamma","db","crítica","success"
17.18,17.7,88,1,72.4,8.52,"Delta","infra","baja","success"
25.38,34.01,91,3,64.9,NA,"Beta","api","alta","success"
60.68,40.7,92,5,55.7,NA,"Delta","auth","media","success"
NA,8.41,78,4,96,9.83,"Alpha","auth","baja","success"
12.77,11.06,77,5,87.8,16.88,"Alpha","test","alta","success"
27.12,3.81,69,7,59.4,5.25,"Beta","db","alta","success"
50.94,43.04,104,2,66.4,13.87,"Gamma","infra","media","success"
56.02,10.99,109,7,85.5,9.85,"Alpha","test","baja","success"
26.23,21.56,89,0,58.8,17.58,"Alpha","test","baja","success"
17.77,15.31,103,2,93.1,18.8,"Beta","ui","alta","success"
154.09,29.48,80,1,70.2,7.47,"Delta","api","alta","success"
45.62,6.44,78,0,80.8,3.02,"Gamma","api","baja","success"
35.35,19.52,81,5,87.6,13.95,"Alpha","auth","media","rolled_back"
49.62,14.22,97,1,86.7,6.97,"Beta","api","crítica","success"
19.58,15.42,85,7,82.6,12.38,"Alpha","ui","alta","failed"
38.76,9.95,71,0,83.3,4.27,"Gamma","ui","alta","failed"
46.03,NA,89,NA,69.6,1.5,"Gamma","db","media","success"
19.95,18.03,78,4,81.2,19.43,"Beta","infra",NA,"success"
27.63,24.86,81,7,77.1,6.38,"Gamma","api","media","success"
49.21,12.9,84,6,72,14,"Alpha","api","media","success"
11.06,39.66,85,4,74.7,33.02,"Beta","api","baja","success"
73.96,10.97,91,2,52.1,18.58,"Alpha","ui",NA,"success"
29,15.58,73,4,80.9,2.6,"Alpha","api","alta","success"
22,25.34,99,4,96,10,"Delta","auth","crítica","rolled_back"
19.35,5.12,86,1,88.4,3.43,"Beta","infra","alta","success"
99.78,17.08,89,1,98.6,16.81,"Gamma","db","baja","success"
25.63,27.75,78,3,74.6,6.52,"Gamma","ui","baja","rolled_back"
34.14,10.18,96,5,83.2,5.92,"Alpha","auth","baja","success"
21.72,5.02,74,1,75.8,5.99,"Delta","auth","alta","success"
17.37,41.87,94,2,67.6,5.17,"Alpha","test","media","success"
49.68,26.52,78,3,48.5,11.39,"Gamma","auth","alta","success"
31.51,15.73,86,2,65.3,16.86,"Gamma","ui","crítica","success"
37.66,9.52,97,1,67.3,32.81,"Beta","test","media","success"
20.6,14.68,84,2,84.1,8.58,"Alpha","api","baja","success"
66.15,24.72,86,2,52.7,13.67,"Gamma","ui","media","rolled_back"
47.9,17.85,77,6,97,7.3,"Delta","ui","baja","success"
44.27,8.4,80,3,94.2,17.62,"Gamma","ui","crítica","failed"
NA,4.29,102,2,64.4,4.44,"Gamma","db","baja","success"
77.89,16.7,72,3,71.5,9.91,"Gamma","ui","alta","success"
57.75,38.55,95,5,100,15.98,"Delta","auth","media","rolled_back"
23.2,27.23,97,2,39.7,76.99,"Gamma","api","alta","success"
43.4,50.09,83,5,80.9,19.55,"Gamma","test","baja","success"
33.91,22.96,75,0,54.4,12.85,"Beta","db","media","success"
114.01,11.97,78,2,60.8,2.35,"Gamma","api","alta","success"
13.28,10.11,81,2,86.4,6.8,"Beta","test","crítica","success"
39.81,4.78,87,4,78.6,17.48,"Alpha","test","alta","success"
18.92,18.05,105,1,57,6.32,"Gamma","ui","media","success"
9.72,22.7,86,2,99.5,5.83,"Delta","api","alta","success"
23.69,13.67,87,5,55.3,13.91,"Delta","infra","media","success"
16.35,19.26,84,6,64.5,6.44,"Alpha","api","media","success"
34.34,7.15,91,1,76.9,2.07,"Beta","api","media","success"
43.62,28.17,68,3,67.8,NA,"Alpha","ui","media","failed"
35.52,34.07,64,3,74.5,13.11,"Delta","db","alta","failed"
32.98,27.09,79,1,82.7,1.85,"Alpha","auth","alta","rollback"
53.63,14.08,85,2,74.2,21.5,"Delta","auth","alta","success"
23.63,13.27,83,4,83.2,9.5,"Alpha","test","media","success"
5.02,9.75,92,2,47.8,6.56,"Beta","db","baja","failed"
72.85,19.4,81,10,72.9,1.36,"Beta","db","alta","rolled_back"
30.56,14.88,82,4,52.9,6.42,"Alpha","db","alta","rolled_back"
55.48,16.97,90,0,66.6,3.19,"Alpha","ui","media","rolled_back"
48.34,29.2,87,3,86.2,4.33,"Gamma","test","media","rolled_back"
29.99,10.99,96,4,44,4.86,"Alpha","test","alta","success"
52.71,36.66,74,4,100,5.25,"Alpha","api","media","failed"
13.46,10.89,81,2,54.6,43.18,"Delta","test","media","success"
46.45,10.08,73,1,65.4,42.65,"Alpha","infra","alta","success"
80.59,31.31,80,0,71.5,4.8,"Gamma","ui","alta","success"
96.7,29.61,89,4,86.2,21.48,"Delta","api","media","success"
23.79,37.06,92,2,64.3,13.39,"Alpha","auth","media","success"
26.96,11.19,79,1,73.3,18.4,"Delta","auth","alta","success"
69.94,72.29,97,2,69.9,26.28,"Delta","infra","baja","rolled_back"
22.66,7.5,85,4,81.9,13.82,"Beta","db","alta","success"
48.49,11.15,94,3,85.4,16.23,"Alpha","api","crítica","rolled_back"
28.05,22.45,87,6,91.1,6.78,"Beta","api","crítica","success"
20.52,22.04,74,5,46.6,18.33,"Alpha","db","media","success"
34.49,28.63,80,4,81.6,2.95,"Beta","db","media","success"
29.77,21.18,102,NA,74.9,5.1,"Delta","test","alta","success"
24.73,17.9,113,3,72.8,6.72,"Gamma","infra","alta","success"
21.96,18.76,100,5,58.7,1.32,"Alpha","api","alta","failed"
54.12,12.09,84,4,63.9,12.47,"Alpha","infra","alta","success"
115.19,33.94,63,1,64.2,9.73,"Alpha","auth","media","success"
NA,6.75,91,3,83,5.44,"Gamma","auth","baja","success"
14.44,8.86,75,4,NA,6.22,"Delta","infra","alta","success"
17.61,37.93,89,6,81.5,8.4,"Alpha","db","crítica","success"
38.03,9.86,93,4,61.4,2.04,"Beta","test","media","failed"
33.48,10.31,83,3,66.1,4.88,"Gamma","infra","baja","success"
15.53,5.15,87,1,87.7,9.62,"Beta","test","crítica","success"
38.81,17.08,79,6,92.4,8.5,"Alpha","auth","alta","success"
30.88,11.13,81,5,95.1,1.59,"Beta","auth",NA,"success"
41.24,6.47,74,2,73.9,11,"Alpha","auth","alta","failed"
30.61,22.56,86,1,62.5,5.35,"Gamma","db","baja","success"
11.89,10.95,64,5,73.1,12.91,"Alpha","db","baja","success"
86.99,21.89,78,3,50.4,26.66,"Gamma","ui","media","success"
86.28,10.44,82,3,41.4,15.38,"Delta","db","baja","failed"
34.09,17.31,96,1,71.1,10.85,"Gamma","db","baja","success"
98.22,6.83,79,4,56.6,11.93,"Beta","db","media","success"
63,55.81,84,3,68.6,NA,"Gamma","test","alta","success"
16.45,14.57,NA,5,73.2,1.2,"Alpha","ui","baja","rolled_back"
59.63,10.56,70,0,64.5,23.15,"Delta","ui","crítica","success"
15.17,13.76,99,5,100,6.06,"Beta","ui","media","success"
26.15,32.26,81,0,55.3,8.26,"Beta","test","crítica","success"
46.57,13.84,86,0,77.3,0.78,"Alpha","infra","alta","success"
84.52,16.28,NA,5,77,3.43,"Delta","ui","alta","success"
19.36,23.7,85,4,55.6,3.75,"Delta","api","baja","success"
39.05,11.3,80,2,68.4,15.74,"Beta","api","baja","failed"
76.43,25.79,72,5,68.1,1.35,"Alpha","test","media","success"
34,18.41,87,4,95.4,7.71,"Alpha","ui","baja","success"
9.41,10.36,85,3,69.8,4.34,"Alpha","auth","alta","failed"
63.52,15.27,71,3,100,2.91,"Delta","ui","baja","success"
51.12,32.79,92,2,95.5,8.66,"Beta","db","media","rolled_back"
63.73,25.43,92,2,58.9,3.69,"Delta","db","baja","success"
31.93,8.18,90,1,82.1,5.26,"Gamma","api","media","rolled_back"
77.83,14.33,83,2,89.2,6.4,"Alpha","api","alta","rolled_back"
37.31,9.84,86,4,53.9,8.27,"Gamma","api","baja","success"
34.25,11.8,88,4,85.4,3.19,"Delta","auth","baja","success"
31.25,20.29,74,1,59.8,10.71,"Alpha","auth","alta","success"
166.86,30.96,91,4,55.9,11.12,"Alpha","infra","media","rolled_back"
59.2,28.52,94,1,65.5,16.63,"Beta","auth","alta","success"
6.09,26.4,93,3,72.1,2.96,"Delta","ui","alta","failed"
24.1,17.61,80,2,59.4,12.77,"Beta","ui","crítica","success"
56.52,14.94,72,1,87.3,6.44,"Beta","db","media","failed"
21.35,29.94,93,3,62.7,15.02,"Delta","ui","alta","success"
18.54,40.36,86,2,74.1,12.73,"Gamma","infra","alta","failed"
19.21,8.47,80,2,89.6,7.82,"Beta","ui","media","success"
42.46,9.91,80,3,73.3,3.35,"Gamma","api","baja","failed"
22.88,14.56,79,3,92.8,18.62,"Gamma","api",NA,"success"
32.89,10.26,93,1,79.6,1.72,"Alpha","api","alta","failed"
30.16,12.84,75,1,48.6,6.96,"Delta","db","media","success"
29.78,18.15,100,4,39.2,10.72,"Alpha","ui","alta","success"
22.89,18.34,94,5,65.7,3.29,"Alpha","auth","media","success"
19.08,42.84,86,5,60.3,5.27,"Alpha","db","media","failed"
96.69,8.65,95,0,72.3,10.91,"Delta","auth","baja","success"
61.6,11.58,77,NA,95.8,2.02,"Alpha","api","baja","success"
36.4,15.51,67,2,67.9,8.01,"Alpha","infra","baja","failed"
36.5,13.28,96,3,55.9,14.22,"Beta","api","crítica","success"
38.87,4.8,85,2,82.4,NA,"Gamma","api","baja","rolled_back"
120.65,21.26,76,3,39.6,6.56,"Gamma","test","media","failed"
25.71,20.81,83,3,63.8,14.2,"Gamma","db","media","success"
14.77,17.87,78,6,56.9,6.63,"Delta","ui","media","success"
34.9,11.13,97,1,75.8,5.4,"Gamma","auth","baja","success"
NA,58.15,92,3,62.8,NA,"Gamma","auth","alta","success"
36.31,6.13,86,3,81.5,3.56,"Gamma","auth","crítica","success"
24.78,26.17,79,3,94.1,6.99,"Alpha","ui","media","rolled_back"
60.56,41.15,86,7,79.7,20.09,"Alpha","ui","baja","success"
96.13,5.65,77,3,84.7,3.43,"Beta","infra","media","failed"
34.38,10.91,84,2,71.1,6.24,"Alpha","api","alta","success"
122,26.45,77,5,65.1,13.41,"Alpha","api","crítica","success"
12.36,29.24,86,3,93.1,62.18,"Beta","db","crítica","rolled_back"
18.94,16.53,82,6,56.9,3.14,"Delta","api","baja","success"
72.97,18.4,80,2,71.4,8.01,"Gamma","db","baja","success"
22.2,22.12,93,4,80.5,4.16,"Delta","api","crítica","success"
74.34,18.53,83,4,76.8,19,"Alpha","ui","baja","success"
20.83,15.97,97,0,59.3,6.31,"Gamma","ui","media","success"
78.19,11.39,99,1,61.7,13.37,"Gamma","db","media","success"
25.38,8.05,87,1,65.3,7.7,"Gamma","auth","alta","success"
32.37,19.34,84,2,55.5,5.19,"Beta","infra","alta","success"
42.52,17.91,81,2,67.1,NA,"Gamma","auth","alta","success"
13.86,22.83,72,1,84,12.24,"Delta","ui","baja","success"
32.15,10.25,68,2,44.1,45.46,"Alpha","api","baja","success"
33.62,26.76,81,2,52.4,6.24,"Alpha","api","alta","success"
78.97,28.97,99,0,68.5,6.74,"Alpha","auth","alta","success"
15.9,14.02,88,5,75.7,7.51,"Gamma","auth","crítica","success"
81.17,17.01,95,1,96.8,2.87,"Beta","ui","crítica","success"
31.01,62.16,78,4,82.9,5.77,"Beta","api","crítica","rolled_back"
25.59,9.05,82,2,78.6,4.8,"Alpha","api","alta","success"
63.35,12.81,89,2,69.1,22.14,"Beta","auth","media","failed"
40.94,16.61,74,5,60.2,17.81,"Alpha","api","baja","rolled_back"
61.46,69.88,86,1,66.5,6.76,"Alpha","ui","alta","success"
102.8,15.11,NA,2,93.4,1.82,"Beta","auth","media","rolled_back"
31.89,17.33,89,3,50.3,10.73,"Beta","api","baja","success"
NA,6.59,86,NA,48.2,6.84,"Gamma","auth","media","failed"
23.16,28.49,94,3,69.8,15.68,"Delta","db","baja","success"
28.47,15.96,70,5,67.8,1.43,"Delta","auth","media","fail"
35.08,13.9,78,1,67.8,12.63,"Alpha","api","media","success"
11.17,6.74,86,5,48.9,4.96,"Alpha","db","baja","rolled_back"
20.17,30.46,91,2,77.2,4.01,"Delta","db","crítica","success"
23.86,16.77,71,5,71.2,31.12,"Beta","test","media","success"
28.4,9.42,96,3,87.3,4.34,"Alpha","api","media","rolled_back"
NA,7.8,83,2,46.6,1.54,"Alpha","ui","crítica","failed"
23.15,16.07,76,6,59.5,7.49,"Gamma","db","media","rolled_back"
114.05,28.39,91,4,70.6,5.57,"Beta","auth","alta","success"
29.18,13.67,70,3,68.6,15.63,"Alpha","api","alta","success"
13.37,24.44,92,2,61.6,7.3,"Delta","auth","baja","rolled_back"
15.64,18,86,7,36.2,4.21,"Delta","api","media","success"
33.7,17.96,83,1,68.2,5.69,"Gamma","infra","alta","rolled_back"
122.23,7.45,85,5,76.8,4.91,"Gamma","test","media","success"
50.71,14.16,90,4,61.4,16.28,"Beta","api","baja","rolled_back"
13.5,20.18,83,4,71.1,13.29,"Delta","infra","baja","success"
31.92,29.07,71,0,77.8,6.86,"Beta","db","alta","success"
19.27,7.7,68,2,90.3,4.46,"Alpha","Auth","alta","success"
14.84,29.89,90,2,58.5,8.72,"Alpha","test","crítica","failed"
35.23,32.74,102,3,86.5,15.87,"Alpha","ui","baja","failed"
182.78,5.1,85,5,76.2,13.18,"Gamma","infra","media","success"
89.24,4.02,64,3,98.2,7.58,"Delta","api","alta","success"
12.47,7,102,2,53.1,2.56,"Alpha","ui","media","success"
43.79,8.93,63,5,68.7,36.47,"Alpha","api","alta","rolled_back"
50.73,7.21,74,2,46.7,5.24,"Gamma","ui","alta","success"
62.42,19.82,91,1,100,10.11,"Beta","auth","crítica","failed"
45.03,31.79,88,1,74,3.85,"Alpha","infra","alta","success"
95.69,28.48,76,3,68.6,17.17,"Delta","api","baja","failed"
13.62,12.78,80,3,82.6,5.94,"Alpha","api","media","success"
57.95,21.52,72,2,57.9,5.23,"Beta","api","baja","success"
26.03,16.34,76,3,77.6,2.23,"Alpha","auth","baja","success"
23.21,21.04,103,2,75.2,10.7,"Gamma","test","media","success"
70.43,17.62,81,1,84.1,8.49,"Gamma","infra","media","failed"
145.47,7.64,89,4,66.2,3.04,"Alpha","test","alta","rolled_back"
NA,8.23,84,NA,76.6,9.17,"Gamma","db","media",NA
57,76.35,86,3,75.1,3.19,"Beta","infra","baja","failed"
24.55,5.37,98,4,63.7,10.58,"Alpha","ui","alta","success"
39.53,20.84,89,3,72.3,4.26,"Gamma","api","media","success"
12.59,18.47,77,3,80.8,8.43,"Gamma","ui","media","success"
37.78,24.89,NA,3,76.7,9.63,"Beta","api",NA,"failed"
93.66,14.33,78,4,80.7,16.79,"Gamma","db","alta","failed"
88.8,11.48,75,2,63,2.08,"Gamma","auth","media","success"
30.38,6.34,88,2,47,30.55,"Gamma","ui","media","success"
36.68,48.53,81,7,73.3,3.87,"Alpha","auth","baja","success"
12.46,7.92,101,8,61,1.02,"Alpha","db","crítica","success"
7.7,15.91,79,3,55.6,8.63,"Beta","api","baja","success"
50.49,9.08,98,6,95.6,1.42,"Delta","api","baja","success"
19.07,20.62,81,4,92.3,2.25,"Gamma","auth","alta","success"
35.17,11.88,86,3,84.5,2.32,"Delta","ui","media","success"
51.76,8.69,76,2,76.4,18.43,"Alpha","test","baja","rolled_back"
91.6,18.91,97,4,72.4,2.38,"Alpha","ui","baja","rolled_back"
81.73,26.87,73,5,75.5,2.59,"Delta","db","crítica","rolled_back"
64.94,15.81,NA,3,80.6,1.46,"Beta","auth","alta","success"
26.13,11.62,88,3,67.5,2.27,"Gamma","ui","media","failed"
71.36,10.88,89,2,78.5,6.14,"Gamma","api","baja","rolled_back"
18.04,6.82,85,3,56.6,10.78,"Alpha","ui","media","success"
17.63,11.66,90,0,71.3,7.12,"Alpha","auth","alta","success"
13.92,15.81,77,3,64.9,14.18,"Alpha","api","baja","success"
34.01,21.8,89,1,69,15.58,"Alpha","api","alta","failed"
50.67,5.67,74,3,68.7,6.64,"Beta","api","alta","success"
71.86,13.56,83,NA,83.3,5.26,"Beta","ui","baja","failed"
68.38,9.62,88,1,63.3,22.32,"Delta","api","baja","success"
37.24,15.3,78,3,77.7,9.89,"Delta","api","baja","success"
26.45,24.65,95,2,86.5,2.97,"Beta","auth","media","success"
33.52,13.27,86,1,93.4,3.18,"Beta","api","alta","success"
48.78,42.5,106,4,74.5,8.87,"Gamma","test","alta","rolled_back"
72.31,3.77,84,0,69.2,10.03,"Delta","infra","baja","success"
20.91,35.29,84,2,42.5,52.95,"Gamma","db","media","success"
14.98,8.91,84,NA,74.7,9.39,"Gamma","auth","media","success"
8.44,NA,90,3,82,12.59,"Delta","ui","alta","rolled_back"
13.23,9.52,93,2,75.1,5.69,"Beta","api","media","rolled_back"
19.99,6.04,78,5,59.2,11.05,"Beta","ui","crítica","success"
22.33,61.76,79,0,82.6,1.63,"Gamma","auth","media","success"
39.41,14.39,95,4,73.7,3.35,"Gamma","auth","crítica","success"
18.5,8.96,79,2,63.9,9.59,"Delta","api","alta","success"
27.15,18.23,85,3,NA,7.59,"Gamma","ui","alta","success"
NA,27.83,95,5,91.3,7.39,"Alpha","ui","media","success"
15.18,16.87,100,2,68.5,14.64,"Alpha","ui",NA,"success"
26.21,15.81,82,1,72.8,5.22,"Gamma","db","crítica","rolled_back"
12.54,19.2,83,4,56.3,6.24,"Beta","test","baja","rolled_back"
20.02,17.53,64,4,81.8,8.3,"Delta","auth","alta","failed"
181.48,7.47,88,2,50,2.23,"Delta","auth","crítica","rolled_back"
37.71,9.82,82,1,45.4,7.48,"Alpha","auth","alta","success"
21.46,15.54,81,4,60.6,7.81,"Alpha","ui","media","failed"
31.94,6.5,79,4,59.3,46.45,"Delta","test","media","failed"
53.78,21.21,82,0,69.5,2.62,"Beta","auth","crítica","failed"
40.99,22.76,94,3,66.1,43.54,"Gamma","ui","baja","failed"
28.59,36.02,77,5,59.4,7.48,"Gamma","db","media","success"
12.17,21.8,89,4,72.6,NA,"Delta","db","media","failed"
27.15,19.56,102,1,NA,7.09,"Gamma","api","alta","success"
74.07,14.13,101,3,83.5,14.57,"Beta","test","media","success"
35.58,30.3,88,3,74.3,4.86,"Beta","ui","media","success"
43.34,13.76,94,1,59.1,8.58,NA,"db","baja","success"
34.75,18.24,75,3,80.5,8.14,"Beta","auth",NA,"success"
